"Título","Data","URL","Fontes","Conteúdo"
"Evento: Show Manu Dias – Sambadeando nas Bordas","11/08/2022 02:45","https://www.bheventos.com.br/evento/08-11-2022-show-manu-dias-sambadeando-nas-bordas","BH Eventos","Rua Leonil Prata - Alípio de Melo, Belo Horizonte
Espaço Cênico Yoshifumi Yagié
(31) 97123-2813 | (31) 3277-6437
R$150 (inteira) e R$7,50 (meia)
Quinta-feira, 11 de agosto, às 20h
https://bit.ly/3bqA7IF
Sambandeando nas Bordas, nasceu no final de 2019, com a pandemia ficou guardadinho, mas como os tempos estão se mostrando melhores, “tá na hora de colocar o bloco na rua”.
Positividade, alegria, amor e muita esperança. É com essa vibe, que a cantora e compositora Manu Dias, mineira de Ouro Preto, figura consolidada no samba de Minas Gerais, dá início ao novo projeto, Sambadeando nas Bordas terá 3 edições em locais descentralizados da cidade, com isso a artista pretende levar a um maior número de pessoas o trabalho que vem fazendo na capital, desmistificando o acesso ao consumo do produto cultural. A primeira parada é na região noroeste da cidade, Espaço cênico YAGI/Teatro Raul Belém Machado no dia 11 de agosto, Quinta, às 20h, (R. Leonil Prata, S/N° - Abílio Machado, Belo Horizonte – MG).
De acordo com Manu Dias, a música tem uma enorme capacidade de cura, haja visto que as lives feitas no período de pandemia contribuíram para que o elo entre público e artistas permanecesse firme e o alcance aumentasse, mas agora é hora de cantar e sambar olhando no olho, e seguindo em frente na caminhada, claro que ainda precisamos manter a normas sanitárias, mas é uma alegria estar de volta aos palcos.
No show a cantora irá apresentar sambas do CD – Sambadear e músicas inéditas que irão compor seu próximo CD que já está sendo produzido, com previsão de lançamento para o 1° semestre/2023, haverá ainda a participação de Toninho Batista e do Rapper Pacho, entre outras surpresas.
O show tem incentivo da Prefeitura Municipal de Belo Horizonte, por meio da Secretaria Municipal de Cultura - Descentra/2019.
Serviço: Manu Dias – Sambadeando nas Bordas
Local: Rua Leonil Prata, s/n° - Alípio de Melo, Belo Horizonte – MG
Data: 11 de agosto, quinta, às 20h
Ingresso: Ingresso: R$15 inteira / R$7,50 meia
Produção: Kelly Batista / Péd’bença Cultura e Arte
Classificação etária: Livre
Pontos de vendas de ingressos: https://www.diskingressos.com.br/event/3341
Mais informações ao público: (31)97123-2813
Foto: Gabi Vasconcelos"
"Página não encontrada - RD - Jornal Repórter Diário","10/08/2022 18:26","https://www.reporterdiario.com.br/noticia/512624/apesar-de-prejuizo-petrobras-pagara-r$-856-milhoes-de-pl/","Repórter Diário","Ops! Não conseguimos encontrar esta página. Já tentou a nossa busca?"
"A pobreza nas eleições","10/08/2022 15:49","https://www.jornaldotocantins.com.br/editorias/vida-urbana/judici%C3%A1rio-1.1694946/a-pobreza-nas-elei%C3%A7%C3%B5es-1.2505828","Jornal do Tocantins","Dídimo Heleno
Todo mundo está cansado de saber que o pobre e a pobreza sempre foram utilizados como “massa de manobra” e excelentes fontes de colher votos. Não é de hoje que os programas sociais são, muitas vezes, utilizados para tal fim, principalmente quando se aproximam as eleições. E tem sido assim por diversos governos seguidos, tanto que a pobreza, propriamente dita, continua aí, firme e forte. Ela é como coceira em nádega de macaco: muita e não acaba.
O coordenador jurídico da campanha de Lula (PT), Eugênio Aragão, disse que o partido poderá acionar a Justiça Eleitoral contra o presidente Jair Bolsonaro (PL) caso este, com o intuito de angariar votos, usar o 7 de Setembro para discursos eleitorais e tentar assumir a paternidade de auxílios concedidos neste ano – aprovados em PEC no Congresso e com o apoio da oposição.
“Não se pode permitir que essa ajuda excepcional às pessoas vulneráveis seja um prêmio eleitoral e que o presidente transforme isso em bônus, como se fosse política pública dele. Na verdade, é política de Estado. Vamos ficar alertas para que ele não use as competências inerentes ao cargo para alavancar a campanha”, disse o indignado Aragão.
Óbvio que todo político quer assumir sempre a paternidade de programas sociais que beneficiem os mais carentes. E, creio, não será diferente agora. “Estaremos muito atentos se veremos o comportamento de um chefe de Estado ou de um candidato, até porque haverá recursos públicos sendo gastos, em um espaço público, com deslocamento de tropas. Se isso tudo for pano de fundo para um comício, inclusive com conclamação de violência, merece ser questionado e iremos agir”, continuou o coordenador.
Perguntado sobre críticas de apoiadores de Bolsonaro a respeito de campanha antecipada por parte de Lula durante shows e em aparições do ex-presidente, inclusive com pedido de votos, Eugênio Aragão disse que não há representação nesse sentido e que, portanto, não iria comentar. Ele defendeu a participação de artistas e afirmou que “os partidos políticos não podem contratar, mas manifestações espontâneas são incontroláveis”.
“Vamos atuar contra ameaças e discursos violentos, para garantir que o pleito se faça dentro de uma conversa civilizada. Essa vai continuar sendo a postura. Vamos ganhar com Moraes [Alexandre de, do STF], pois ele é muito assertivo. Ele já mostrou isso no recesso, ao colocar balizas contra abusos. Ele não tem batido boca nem vai; e é bom que isso aconteça, para que a tentativa de polarizar a campanha com violência não seja piorada”, finalizou."
"Evento: Palestra online “Pier Paolo Pasolini – Vida e Obra”","10/08/2022 02:45","https://www.bheventos.com.br/evento/08-10-2022-palestra-online-pier-paolo-pasolini-vida-e-obra","BH Eventos","On-line
Canal da Casa Fiat de Cultura no YouTube
(31) 3289-8900
Gratuito
Quarta-feira, 10 de agosto, às 19h
https://bit.ly/PalestraPasolini
Em celebração ao centenário de Pier Paolo Pasolini, a Casa Fiat de Cultura apresenta a palestra online “Pier Paolo Pasolini – Vida e Obra”, que será ministrada pelo professor e especialista em cinema Luiz Nazario, com mediação do curador do Cine Humberto Mauro, Bruno Hilário. A palestra será realizada no dia 10 de agosto, das 19h às 20h30, no canal da Casa Fiat de Cultura no YouTube. As inscrições são gratuitas e podem ser feitas pela Sympla (https://bit.ly/PalestraPasolini).
Nazario apresentará uma visão panorâmica sobre a vida e a obra do mais polêmico e censurado escritor e cineasta italiano, com destaque para sua juventude vivida sob o fascismo, sua paixão pela cultura popular, seus escândalos sexuais, a presença do Sagrado em sua obra, sua visão da mutação antropológica do povo italiano e sua morte violenta.
No centenário de Pasolini, o professor reafirma a importância do cineasta, escritor e poeta. “Ele introduziu a homossexualidade popular na literatura e no cinema italianos. Criou uma fascinante teoria da vida, uma semiologia da realidade fundamental para a compreensão do mundo contemporâneo, e ousou exprimir sua visão de mundo freudo-marxista em um país católico-fascista”, analisa.
Nazario reflete sobre a observação do cineasta alemão Werner Schroeter: “Se hoje Pasolini é visto como santo, quando vivo era visto como um porco”. À época de sua morte, o assassinato foi celebrado, com piadas até mesmo em grandes veículos de comunicação. “Pasolini foi assassinado culturalmente, antes de ser assassinado fisicamente”, afirma, recordando a espantosa crônica dos linchamentos morais e processos judiciários que sofreu, compilada e publicada por sua amiga Laura Betti.
A palestra é uma realização da Casa Fiat de Cultura, do Instituto Italiano de Cultura do Rio de Janeiro, do Consulado da Itália em Belo Horizonte, da Fundação Clóvis Salgado e do Ministério do Turismo, por meio da Lei Federal de Incentivo à Cultura. Conta com o patrocínio da Fiat, do Banco Safra e da Usiminas, e co-patrocínio do Grupo Colorado. O evento tem apoio institucional do Circuito Liberdade, além do apoio do Programa Amigos da Casa, da Brose do Brasil e do Instituto Usiminas.
Luiz Nazario
Professor Titular de Cinema da Escola de Belas Artes da UFMG. Doutor em História pela USP, com a tese Imaginários de destruição – O papel do cinema na preparação do Holocausto. Crítico e escritor, com ampla colaboração na imprensa brasileira, publicou diversos livros, dentre os quais Da natureza dos monstros (Arte & Ciência, 1998), As sombras móveis (UFMG, 1999), Autos-de-fé como espetáculos de massa (Humanitas, 2005), Todos os corpos de Pasolini (Perspectiva, 2007) e O cinema errante, Perspectiva, 2013).
Bruno Hilário
Graduado em Cinema e Audiovisual pela UNA (Belo Horizonte). É gerente curador do Cine Humberto Mauro, principal cinema público de Minas Gerais, trabalhando na curadoria e produção de mostras de Cinema. Participa desde 2009 da equipe de produção do Festival Internacional de Curtas de Belo Horizonte (FESTCURTASBH), sendo coordenador geral do evento, que chega a sua 24ª edição em 2022. Atuou como produtor executivo do filme Nimuendajú (longa-metragem, 80 minutos, 4k, Salic: 100264), produzido pela ANAYA Produções Culturais e coproduzido pela CineZebra (Alemanha) e Apus (Peru). Foi produtor da série Felicidade, contemplada no edital FSA PRODAV 04/2013. Produtor executivo do longa-metragem de ficção ""Fragilidades"", em processo de desenvolvimento de roteiro. Ator e Produtor em diversos espetáculos teatrais produzidos pela Companhia de Teatro de Belo Horizonte, seu mais recente trabalho é a peça ""Capitão Fracasso"", indicada a 5 categorias no PRÊMIO COPASA/ SINPARC 2019, incluindo melhor espetáculo.
A Casa Fiat de Cultura
A Casa Fiat de Cultura cumpre importante papel na transformação do cenário cultural brasileiro, ao realizar prestigiadas exposições. A programação estimula a reflexão e interação do público com várias linguagens e movimentos artísticos, desde a arte clássica até a arte digital e contemporânea. Por meio do Programa Educativo, a instituição articula ações para ampliar a acessibilidade às exposições, desenvolvendo réplicas de obras de arte em 3D, materiais em braille e atendimento em libras. Mais de 60 mostras, de consagrados artistas brasileiros e internacionais, já foram expostas na Casa Fiat de Cultura, entre os quais Caravaggio, Rodin, Chagall, Tarsila, Portinari entre outros. Há 16 anos, o espaço apresenta uma programação diversificada, com música, palestras, residência artística, além do Ateliê Aberto – espaço de experimentação artística – e de programas de visitas com abordagem voltada para a valorização do patrimônio cultural e artístico. A Casa Fiat de Cultura é situada no histórico edifício do Palácio dos Despachos e apresenta, em caráter permanente, o painel de Portinari, Civilização Mineira, de 1959. O espaço integra um dos mais expressivos corredores culturais do país em Belo Horizonte. Mais de 3,5 milhões de pessoas já visitaram suas exposições e 580 mil participaram de suas atividades educativas.
SERVIÇO
Palestra online “Pier Paolo Pasolini – Vida e Obra”
Convidados: professor e especialista em cinema Luiz Nazario, com mediação do curador do Cine Humberto Mauro, Bruno Hilário
10 de agosto de 2022, às 19h
Transmissão online no canal da Casa Fiat de Cultura no YouTube
Inscrição gratuita pela Sympla: https://bit.ly/PalestraPasolini
Casa Fiat de Cultura
Circuito Liberdade
Praça da Liberdade, 10 – Funcionários – BH/MG
Horário de Funcionamento
Terça-feira, das 10h às 21h
Quarta a sexta-feira, das 10h às 19h
Sábados, domingos e feriados, das 10h às 18h
Informações
(31) 3289-8900
www.casafiatdecultura.com.br
[email protected]
facebook.com.br/casafiatdecultura
Instagram: @casafiatdecultura
Twitter: @casafiat
YouTube: Casa Fiat de Cultura
Foto: Divulgação"
"Adiós a Olivia Newton-John, la eterna Sandy de ‘Grease’","09/08/2022 23:49","https://www.vogue.es/living/articulos/muere-olivia-newton-john-grease-sandy","Vogue","ACTUALIDAD
Adiós a Olivia Newton-John, la eterna Sandy de ‘Grease’
El personaje que la convirtió en un icono global forma parte de la educación sentimental (y estética) de miles de mujeres en el mundo. La despedimos en una noche de verano, como ella cantaba
Por Patricia Moreno
9 de agosto de 2022
Facebook
Twitter
Pinterest
Cordon Press
Puede que a ojos del presente, Sandy, a quien encarnó Olivia Newton-John en Grease (Randal Kleiser, 1978), no fuera lo que se dice un modelo a seguir. El arco del personaje, basado en agradar a su interés romántico hasta el punto de transformar su estilo y personalidad, hacen de esta icónica producción un actual placer culpable: sabemos que ha envejecido mal, sin embargo, por un lado está la cabeza y por otro el corazón, y es imposible no emocionarse en cuanto suenan los acordes de Summer Nights, Hopelessly Devoted To You o You're The One That I Want.
Con su magnetismo, la cantante y actriz británico-australiana hizo de la recién llegada al instituto Rydell un icono transgeneracional. Sandy ha sido capaz de entusiasmar a quienes la vieron por primera vez en un cine, pero también a aquellos que la descubrieron en casa tras alquilar la película en un videoclip y a los rezagados –o las nuevas generaciones– que la han disfrutado estos últimos años en el catálogo de Amazon Prime Video, Movistar Plus y HBO Max (en España, está disponible en estas tres plataformas). Los tiempos, los formatos, los ideales, han cambiado, pero Grease se ha mantenido como un clásico: es la comfort movie por excelencia.
Olivia Newton-John junto a John Travolta en el estreno de 'Grease' en 1978, justo antes del gran fenómeno que cambiaría sus carreras para siempreCordon Press
Lo más visto
Moda
Angelina Jolie apuesta por un pijama para viajar en avión (y el resultado no nos puede gustar más)
Por Nuria Luis
Compras
Los pantalones vaqueros que arrasarán en 2023 son los que mejor quedan con zapatillas Converse (palabra de Gigi Hadid)
Por Mayte Salido
Moda
La reina Letizia vuelve a presumir de abdomen con un vestido cut-out (de Mango)
Por Tatiana Ojea
Como tantos iconos culturales, con solo una imagen, Olivia Newton-John consolidó su contribución a la historia de la moda. Lo hizo, claro, con el total look en negro del último número musical de la película. Con cabello cardado, labial rojo, pendientes de aro y su perfecto de cuero. Sin olvidar, claro, el cigarrillo. Que en el imaginario popular no haya otros looks o películas suyas –pese a que se mantuvo activa hasta hace bien poco–, solo hace que reforzar la leyenda.
Pero en la letra pequeña de su biografía reivindica su protagonismo una exitosa carrera musical, con participación en el festival de Eurovisión incluida (el año que ganó ABBA, por cierto) y cuatro premios Grammy. Antes y después de Sandy, Olivia se forjó una trayectoria en la música que tuvo como puntos catárticos los discos Gaia: One Woman's Journey (1994) y Stronger Than Before (2005), ambos con composiciones propias inspiradas en su experiencia con la enfermedad.
Más allá de ‘Grease’: 10 trucos para vestir en verano de Olivia Newton-John
Gallery
10 Fotos
Por Nuria Luis
Ver fotos
Hace unas horas, John Easterling, marido de Newton-John, daba a conocer a través de las redes sociales el fallecimiento de la artista de 73 años rodeada de su familia en su rancho en California. Aunque no ha detallado la causa, sí que ha destacado que su mujer se había convertido en un ejemplo de esperanza “después de más de 30 años compartiendo su periplo con el cáncer de mama”. Asimismo, solicitaba apoyo para el Olivia Newton-John Cancer Wellness & Research Centre que la actriz fundó en Australia, un proyecto de lucha contra el cáncer que favorece la investigación de plantas medicinales.
La mayor parte de sus últimas apariciones públicas documentadas tienen que ver con esta labor. Desde una carrera de recaudación de fondos para su centro en octubre de 2019 en Melbourne hasta una subasta de looks y objetos personales también a favor de su propia organización, que tuvo lugar un mes después. Ese año, además, fue nombrada Dama del Imperio Británico. En este camino ha estado acompañada de su única hija, Chloe Rose Lattanzi, muy vinculada a su proyecto social y activista en defensa de las plantas medicinales.
Lo más visto
Moda
Angelina Jolie apuesta por un pijama para viajar en avión (y el resultado no nos puede gustar más)
Por Nuria Luis
Compras
Los pantalones vaqueros que arrasarán en 2023 son los que mejor quedan con zapatillas Converse (palabra de Gigi Hadid)
Por Mayte Salido
Moda
La reina Letizia vuelve a presumir de abdomen con un vestido cut-out (de Mango)
Por Tatiana Ojea
Menos conocida por su faceta musical, llegó a ganar cuatro premios GrammyCordon Press
En una noche de verano, como ella cantaba, decimos adiós a una mujer inspiradora, tanto por su compromiso con el arte –de la música al cine, con ese difícil equilibrio entre la carrera independiente y el blockbuster– como por su devoción por los fans, a los que nunca ha negado un guiño a Grease –de esos que levantan a la grada–; pero, sobre todo, por su incansable labor filantrópica.
Con la muerte de Olivia Newton-John, despedimos al último gran símbolo de la edad de la inocencia; aunque cada noche, en cada verbena o fiesta, cuando suene alguna de las canciones de la cinta, habrá algo de ella. Como ha dicho su compañero John Travolta al despedirla en sus redes sociales, “tu impacto ha sido increíble”. Y, ahora, toca cuidar su legado.
Olivia Newton-John retratada en 2018 en uno de los actos de recaudación de fondos para su centro de investigación del cáncerCordon Press
Lo más visto
Moda
Angelina Jolie apuesta por un pijama para viajar en avión (y el resultado no nos puede gustar más)
Por Nuria Luis
Compras
Los pantalones vaqueros que arrasarán en 2023 son los que mejor quedan con zapatillas Converse (palabra de Gigi Hadid)
Por Mayte Salido
Moda
La reina Letizia vuelve a presumir de abdomen con un vestido cut-out (de Mango)
Por Tatiana Ojea
Todo lo que sabemos sobre 'Rise of the Pink Ladies', la serie que expandirá el universo de 'Grease' 'Summer Loving': así será la precuela de 'Grease' que contará el amor de verano que marcó a toda una generación Bella Hadid o cómo reinterpretar el look de Sandy en ‘Grease’ en Biarritz
Content
This content can also be viewed on the site it originates from."
"AES adquire usinas eólicas da Cubico por R$ 2,03 bilhões","09/08/2022 23:40","https://energiahoje.editorabrasilenergia.com.br/aes-adquire-usinas-eolicas-da-cubico-por-r-203-bilhoes/","Brasil Energia","Em fato relevante divulgado na noite de segunda-feira (08/08), a AES informou que fechou contrato de compra e venda com a Cubico Brasil para a aquisição da totalidade das ações representativas do capital social das sociedades de propósito específico (SPEs) que compõem os complexos eólicos Ventos do Araripe, no Piauí, Caetés, em Pernambuco, e Cassino, no Rio Grande do Sul.
O valor total dos ativos é de até R$ 2,033 milhões, sendo R$ 1,105 milhão de equity value e R$ 928 milhões em assunção de dívidas.
O valor acordado está sujeito a ajustes usuais em operações dessa natureza, inclusive pela variação do capital de giro e dívida líquida das SPEs. Juntos, os três parques eólicos têm capacidade de geração de 456 MW e totalizam 17 sociedades de propósito específico.
Para viabilizar o pagamento de parte do preço de aquisição, foi aprovado um aumento do capital social da empresa. A medida contempla a emissão, para subscrição privada de, no mínimo, 52 milhões de ações ordinárias e, no máximo 116,2 milhões de ações ordinárias, ao preço de R$ 9,61.
Com a conclusão do negócio, a AES Brasil passará a contar com uma capacidade instalada de 5,2 GW renovável, sendo 4,2GW operacionais e 1,0 GW em construção."
"O crescimento do cultivo do gergelim impulsiona maiores investimentos na produção de derivados do grão no país - Portal CanaMix","09/08/2022 23:04","https://www.canamix.com.br/conteudo/o-crescimento-do-cultivo-do-gergelim-impulsiona-maiores-investimentos-na-producao-de-derivados-do-grao-no-pais.html","CanaMix","Portal CanaMix
Digite o que procura
O crescimento do cultivo do gergelim impulsiona maiores investimentos na produção de derivados do grão no país
Foto: Divulgação
09/08/2022
O cultivo do gergelim no Brasil, uma das leguminosas mais antigas usada na alimentação humana, evolui. A área plantada de gergelim no país saltou de 53 mil hectares na safra 2019 para 175 mil hectares em 2020, segundo os últimos dados da Embrapa. No mesmo período, a produção passou de 41,3 mil toneladas para 95,8 mil toneladas.
No lastro deste crescimento, a Sésamo Real, pioneira na produção de derivados de gergelim, investe no plantio de sementes orgânicas e beneficia dezenas de famílias no campo, suprindo de maneira participativa as demandas por consumo do gergelim e seus derivados e assim, lançou o primeiro tanine orgânico do país.
Parceria com produtores rurais possibilita plantio de orgânicos
A parceria com os produtores rurais tornou a produção familiar do gergelim no campo economicamente viável e sustentável, a partir da participação da Sésamo Real com o fomento ao plantio na sua forma natural e orgânica, como também com o acompanhamento da qualidade do grão, desde o cultivo até o beneficiamento de produtos ao consumidor final.
E para atender à demanda das indústrias parceiras, panificadoras, mercado fast food, como também o varejo, a Sésamo Real processa atualmente em torno de 2,5 mil toneladas de produtos, com o diferencial da linha orgânica. Em uma década, mais que dobrou a sua produção, e neste cômputo, cerca de 70% do volume do faturamento da empresa é proveniente de vendas efetuadas para indústrias de pães, biscoitos e produtos de panificação. Cerca de 30% do seu faturamento advém dos produtos de varejo, tais como, óleos, pastas - tahine -, e dos grãos tostados.
Crescimento de consumidores veganos e vegetarianos impulsiona produção de gergelim
Uma pesquisa do Good Food Institute Brasil feita pelo IBOPE, revelou que cerca de 47% dos brasileiros reduziram o consumo de carne, onde 3% desse total são veganos. A entidade estima que há cerca de 30 milhões de brasileiros vegetarianos, cerca de 7 milhões seriam veganos. Para acompanhar o crescimento também deste mercado que compõe o portfólio de consumidores, a Sésamo Real prevê produzir em 2022 aproximadamente de 2,5 mil toneladas de gergelim beneficiado em mais de 20 itens do seu portfólio, onde ser destaca a linha de tahine orgânico.
A pesquisa no campo com o gergelim
Atualmente, o IAC, a Embrapa, a Universidade Federal de Mato Grosso (UFMT) e parceiros, conduzem diferentes pesquisas com vistas ao melhoramento de técnicas de cultivo. O mercado externo é o maior destino da produção de grãos, e segundo a Sésamo Real, esse número deverá alcançar em torno de 82 mil toneladas em 2022. Os últimos números demonstram que as exportações brasileiras da oleaginosa somaram US$ 3,7 milhões em 2018 e US$ 25,4 milhões em 2019, o que significou um acréscimo de 596%. O gergelim, bastante plantado nos estados de Mato Grosso e Goiás, tem grande parte da sua produção destinada à região Centro-Sul, mas também às demais regiões consumidoras do país. Sésamos Real
O que são produtos orgânicos?
A produção orgânica é regulamentada por lei. Assim, produto orgânico é aquele produzido em conformidade com a lei dos orgânicos. O Ministério da Agricultura emite um selo, atestando que ele foi produzido dentro dos conformes. Portanto, só é orgânico aquele produto que possui o selo.
Como é produzido?
A partir de técnicas e práticas comprovadas. Não existe uma técnica isolada. São várias técnicas orgânicas de produção que trabalham juntas, em harmonia, formando um organismo. O termo orgânico vem de organismo. O sistema orgânico é diferente do sistema convencional, pois prioriza a sustentabilidade e a preservação do meio ambiente. A produção de orgânicos é uma tarefa para profissionais, com conhecimento técnico, experiência e motivação empreendedora.
Fonte: MC Comunicação"
"Exportações da goiaba de Carlópolis crescem 1.142% em dois anos - Portal CanaMix","09/08/2022 23:04","https://www.canamix.com.br/conteudo/exportacoes-da-goiaba-de-carlopolis-crescem-1142-em-dois-anos.html","CanaMix","Portal CanaMix
Foto: Internet
09/08/2022
No primeiro semestre de 2022, os produtores de goiaba de Carlópolis, no norte pioneiro do Paraná, enviaram 65,2 toneladas da fruta para o mercado externo. O número é 1.142% mais alto que no mesmo período de 2020, quando o volume exportado foi de 5,2 toneladas. No mercado interno, as vendas cresceram 50% no mesmo período, segundo a Cooperativa Agroindustrial de Carlópolis (Coac). Os números refletem a visibilidade e notoriedade conquistadas pelos produtores com a Indicação Geográfica (IG) e a certificação Global G.A.P.
Inglaterra, Portugal, Canadá e Oriente Médio são os principais destinos das exportações. A produtora de goiaba certificada e gerente de vendas da Coac, Inês Yumiko Sato Sasaki, diz que as vendas seriam ainda maiores se a produção não tivesse sido afetada pelo clima.
“Só não vendemos mais porque a geada do ano passado nos prejudicou bastante”, justifica.
Inês conta que a comercialização está sendo sustentada pelos produtores que não foram afetados. Em média, a cooperativa tem exportado, por meio de traders, três toneladas de goiaba por semana. Até março, a quantidade média chegava a cinco toneladas, porém, a demanda diminuiu após o início da guerra entre Rússia e Ucrânia.
As certificações, que exigiram uma série de adequações nas propriedades, foram fundamentais para a abertura de novos mercados no Brasil e fora do país, de acordo com Inês.
“Com mais visibilidade e divulgação da goiaba, o nosso trabalho agora é mais valorizado”, afirma.
Retorno animador
Goiaba de Carlópolis ganhou visibilidade nos mercados interno e externo após conquista das certificações de Indicação Geográfica (IG) e Global G.A.P. Crédito: Divulgação/Coac.
Inês salienta que a cooperativa tem demanda para exportação o ano todo pelo mesmo preço de venda, diferente do que ocorre no mercado interno, que sofre oscilações de valor e no volume comercializado. A expectativa é que, a partir de setembro, a cooperativa consiga exportar com valores reajustados e melhorar os rendimentos, já que os custos de adubo, mão de obra e combustíveis aumentaram.
O produtor de goiaba certificado, Rodrigo Cuenca Machado, começou a trabalhar com a fruta há cerca de três anos, como uma forma de diversificar a propriedade, onde só cultivava café. Com 5,2 mil pés plantados, ele afirma que as exportações têm ajudado a manter o preço médio de venda e o faturamento da propriedade, já que o mercado interno não está no melhor momento.
“Se não fossem as exportações, o valor recebido nos últimos meses seria muito menor”, garante. Ele explica que, ao contrário do café, que lhe gera uma renda uma vez ao ano, a goiaba oferece retorno financeiro todos os meses, porque a colheita da fruta ocorre diariamente.
Para o produtor de goiaba certificada, Juliano Bicudo, a melhor definição para a exportação é estabilidade.
“Ainda estamos engatinhando e exportando em poucos volumes. Mas, eu vendo goiaba num preço fixo de janeiro a janeiro. Quando o mercado interno está mediano, vendo aqui a R$ 2,00 o quilo e, lá fora, a R$ 4,00 o quilo”, conta.
Como possui uma lavoura nova e consegue produzir frutas de excelente qualidade, cerca de 50% da produção vai para o mercado externo, o que garante estabilidade no faturamento.
Na opinião do produtor, a busca pelas certificações valeu a pena, pois o mercado tem exigido profissionalização e as conquistas renderam visibilidade nacional e internacional para a goiaba de Carlópolis. Com a grande procura e incapacidade de atender todos os pedidos, Bicudo, que começou com uma lavoura de mil pés e hoje tem 1,6 mil, pretende dobrar a capacidade de produção, a partir do ano que vem, com mais 1,5 mil pés.
O consultor do Sebrae Paraná, Odemir Capello, diz que o selo de Indicação Geográfica (IG) ajudou os produtores na organização das propriedades e gestão do processo coletivo, além de trazer visibilidade para a goiaba por meio das divulgações e participação em feiras nacionais e internacionais.
“Quando iniciamos o projeto da goiaba, a ideia era vender o produto de forma diferenciada e, para isso, criar a certificação. Depois, entendemos que seria importante buscar o mercado externo, por ser mais estável e haver sobra de goiaba na região na época da safra. A goiaba era desvalorizada e jogada fora. Então, propomos certificação Global G.A.P.”, lembra.
Capello destaca que a busca por certificações por pequenos produtores, além de diferenciar o produto, ajuda na gestão das propriedades, reduz custos e garante a sustentabilidade. Mas ele enfatiza que a certificação precisa estar de acordo com o mercado que se quer atingir.
“Todo esse trabalho é feito pelo Sebrae para gerar desenvolvimento para o norte pioneiro do Paraná e tornar a região uma referência em produtos diferenciados do agronegócio”, completa.
Fonte: Sebrae Paraná"
"Raízen realiza workshop para manejo da broca da cana em Ribeirão Preto (SP) - Portal CanaMix","09/08/2022 23:04","https://www.canamix.com.br/conteudo/raizen-realiza-workshop-para-manejo-da-broca-da-cana-em-ribeirao-preto-sp-.html","CanaMix","Portal CanaMix
Foto: Internet
09/08/2022
A Raízen , empresa integrada de energia e maior produtora de açúcar e etanol do Brasil, tem promovido diversas iniciativas que incentivam as boas práticas agrícolas entre seus fornecedores, principalmente, por meio de sua oferta de valor integrada. Nesta semana, a companhia realizou, um evento que reuniu agroempresários dedicados à produção de cana-de-açúcar no interior de São Paulo e de Minas Gerais para o Workshop Manejo de Broca.
Durante o encontro, Alexandre de Sene Pinto, pesquisador e professor do centro universitário Moura Lacerda e da Escola Superior de Agricultura Luiz de Queiroz (ESALQ/USP), apresentou a palestra “Manejo da broca”, na qual mostrou estudos sobre o controle efetivo da praga. Logo depois, Eduardo Fonseca Ivan, engenheiro agrônomo de desenvolvimento de mercado da Koppert Brasil, explicou como algumas soluções tecnológicas como a ferramenta e-Trap, por exemplo, estão ajudando a combater a proliferação deste tipo de praga no campo.
A plataforma digital da e-Trap faz a gestão de informações das armadilhas distribuídas nos canaviais e a startup já monitorou mais de 1 milhão de hectares de janeiro de 2021 a junho de 2022. O grande diferencial dessa tecnologia é que ela consegue indicar o nível de infestação de cada área, gerando dados para a melhor tomada de decisão em relação ao manejo. Esta é uma solução similar às armadilhas convencionais que a Raízen já utiliza em seus canaviais, mas a novidade são os QR Codes das armadilhas que permitem seu georreferenciamento e gerenciamento em uma plataforma on-line.
“Este evento faz parte de uma série de iniciativas desenvolvidas pela Raízen para apoiar seus fornecedores na adoção de manejos mais eficientes e sustentáveis. A companhia vem apostando no Manejo integrado de Pragas (MIP) como parte de sua oferta de integrada para seus parceiros. Prova disso é que a Raízen iniciou um projeto-piloto de 40 mil hectares na safra 2018/19 e já no ano seguinte expandiu o método para 30% das áreas, chegando a sua totalidade na safra 20’21”, explica o diretor de negócios da Raízen, Ricardo Berni.
Vale destacar ainda que, a Raízen também desenvolveu um manual de boas práticas e hoje trabalha com diversos pacotes de investimento para controle da broca voltados aos produtores rurais. Desta maneira, a companhia compartilha um benchmark como guia para que cada fornecedor tenha a liberdade de escolher o manejo mais apropriado para a sua realidade.
Fonte: Assessoria de Imprensa Raízen - Loures Comunicação"
